Date,W1,W2,W3,W4,W5,W6,W7,W8
2011-11-22,0,0,0,0,NA,0,0,0
2011-11-23,0,0,0,0,NA,0,0,0
2011-11-24,0,0,0,0,NA,0,0,0
2011-11-25,0,0,0,0,NA,0,0,0
2011-11-26,0,0,0,0,977.11,0,0,0
2011-11-27,0,0,0,0,961.46,0,0,0
2011-11-28,0,0,0,0,777.28,0,0,0
2011-11-29,0,0,0,0,821.48,0,0,0
2011-11-30,0,0,0,0,945.8,0,0,0
2011-12-01,0,0,0,0,937.97,0,0,0
2011-12-02,0,0,0,0,898.83,0,0,0
2011-12-03,0,0,0,0,851.87,0,0,0
2011-12-04,0,0,0,0,836.21,0,0,0
2011-12-05,0,0,0,0,851.87,0,0,0
2011-12-06,0,0,0,0,0,0,0,0
2011-12-07,0,0,0,0,784.64,0,0,0
2011-12-08,0,0,0,0,703.61,0,0,0
2011-12-09,0,0,0,0,0,0,0,0
2011-12-10,0,0,0,0,0,0,0,0
2011-12-11,0,0,0,0,0,0,0,0
2011-12-12,0,0,0,0,0,0,0,0
2011-12-13,0,0,0,0,0,0,0,0
2011-12-14,0,0,0,0,558.26,0,0,0
2011-12-15,0,0,0,0,922.32,0,0,0
2011-12-16,0,0,0,0,851.87,0,0,0
2011-12-17,0,0,0,0,883.18,0,0,0
2011-12-18,0,0,0,0,883.18,0,0,0
2011-12-19,0,0,0,0,792.01,0,0,0
2011-12-20,0,0,0,0,620.14,0,0,0
2011-12-21,0,0,0,0,647.63,0,0,0
2011-12-22,0,0,0,0,777.28,0,0,0
2011-12-23,0,0,0,0,578.89,0,0,0
2011-12-24,0,0,0,0,675.13,0,0,0
2011-12-25,0,0,0,0,606.39,0,0,0
2011-12-26,0,0,0,0,532.36,0,0,0
2011-12-27,0,0,0,0,627.01,0,0,0
2011-12-28,0,0,0,0,675.13,0,0,0
2011-12-29,0,0,0,0,906.66,0,0,0
2011-12-30,0,0,0,0,633.88,0,0,0
2011-12-31,0,0,0,0,519.67,0,0,0
2012-01-01,0,0,0,0,449.88,0,0,0
2012-01-02,0,0,0,0,0,0,0,0
2012-01-03,0,0,0,0,545.05,0,0,0
2012-01-04,0,0,0,0,585.76,0,0,0
2012-01-05,0,0,0,0,437.19,0,0,0
2012-01-06,0,0,0,0,462.57,0,0,0
2012-01-07,0,0,0,0,494.29,0,0,0
2012-01-08,0,0,0,0,449.88,0,0,0
2012-01-09,0,0,0,0,424.5,0,0,0
2012-01-10,0,0,0,0,468.91,0,0,0
2012-01-11,0,0,0,0,526.01,0,0,0
2012-01-12,0,0,0,0,551.39,0,0,0
2012-01-13,0,0,0,0,545.05,0,0,0
2012-01-14,0,0,0,0,545.05,0,0,0
2012-01-15,0,0,0,0,468.91,0,0,0
2012-01-16,0,0,0,0,578.89,0,0,0
2012-01-17,0,0,0,0,578.89,0,0,0
2012-01-18,0,0,0,0,558.26,0,0,0
2012-01-19,0,0,0,0,572.01,0,0,0
2012-01-20,0,0,0,0,633.88,0,0,0
2012-01-21,0,0,0,0,682.01,0,0,0
2012-01-22,0,0,0,0,675.13,0,0,0
2012-01-23,0,0,0,0,633.88,0,0,0
2012-01-24,0,0,0,0,647.63,0,0,0
2012-01-25,0,0,0,0,769.91,0,0,0
2012-01-26,0,0,0,0,633.88,0,0,0
2012-01-27,0,0,0,0,599.51,0,0,0
2012-01-28,0,0,0,0,640.76,0,0,0
2012-01-29,0,0,0,0,696.25,0,0,0
2012-01-30,0,0,0,0,762.55,0,0,0
2012-01-31,0,0,0,0,682.01,0,0,0
2012-02-01,0,0,0,0,710.98,0,0,0
2012-02-02,0,0,0,0,814.11,0,0,0
2012-02-03,0,0,0,0,844.04,0,0,0
2012-02-04,0,0,0,0,906.66,0,0,0
2012-02-05,0,0,0,0,992.77,0,0,0
2012-02-06,0,0,0,0,977.11,0,0,0
2012-02-07,0,0,0,0,NA,0,0,0
2012-02-08,0,0,0,0,NA,0,0,0
2012-02-09,0,0,0,0,891.01,0,0,0
2012-02-10,1.75,2.43,7.98,14.23,47.9,21.27,49.33,77.56
2012-02-11,1.75,2.43,9.4,13.57,49.68,19.52,56.3,77.11
2012-02-12,1.75,2.43,9.95,19.85,49.4,19.28,57.36,77.26
2012-02-13,2.92,3.38,9.43,21.84,51.81,21.83,57.74,75.21
2012-02-14,2.92,3.38,8.51,21.91,54.89,22.52,59.46,75.36
2012-02-15,2.92,3.38,8.11,23.95,55.22,23.51,60.99,75.66
2012-02-16,2.92,3.38,8.74,22.93,56.85,24.69,61.85,75.81
2012-02-17,2.92,3.38,9.56,26.27,55.76,25.73,61.85,76.42
2012-02-18,2.92,3.38,9.33,25.11,57.29,25.73,61.28,75.66
2012-02-19,2.92,3.38,9.66,24.31,57.94,25.73,61.09,75.36
2012-02-20,0,0,0,0,0,0,0,0
2012-02-21,2.92,3.38,8.87,24.38,57.83,40.16,62.14,75.06
2012-02-22,2.92,3.38,4.98,25.55,57.4,36.73,65.34,77.17
2012-02-23,2.92,3.38,4.95,26.64,57.18,34.01,64.73,78.38
2012-02-24,2.92,3.38,4.9,27.07,57.83,32.73,62.71,75.06
2012-02-25,2.92,3.38,4.93,26.2,58.16,34.09,61.28,74.31
2012-02-26,2.92,3.38,4.93,25.91,58.16,36.25,59.94,75.06
2012-02-27,2.92,3.38,4.88,25.55,58.16,34.97,61.66,74.91
2012-02-28,2.92,8.16,4.98,25.18,58.49,33.69,62.43,73.85
2012-02-29,3.39,5.24,4.87,25.77,58.05,31.99,64.12,74.76
2012-03-01,2.93,5.71,4.94,25.47,58.27,32.97,65.04,74.46
2012-03-02,2.93,8,40.29,25.18,56.85,37.05,64.83,74.15
2012-03-03,3.13,8.83,0,26.2,56.85,39.92,63.71,73.4
2012-03-04,2.93,9.53,0,26.71,57.51,40.41,64.42,74
2012-03-05,2.93,9.42,0,27.99,58.16,42.25,65.04,73.85
2012-03-06,0,0,0,0,0,0,0,0
2012-03-07,3.68,8.31,23.99,30.58,64.12,43.21,67.59,74.31
2012-03-08,2.91,10.34,26.92,29.69,68.03,42.68,67.69,74.91
2012-03-09,2.53,11.65,29.82,30.23,71.71,41.81,67.08,75.81
2012-03-10,4.01,11.43,32.6,30.49,76.32,40.76,68.3,75.97
2012-03-11,4.04,11.46,35.65,23.66,83.69,40,67.59,78.08
2012-03-12,4.96,13.82,35.17,24.6,86.4,38.96,67.08,77.78
2012-03-13,6.24,17.38,33,29.78,85.66,37.85,66.16,77.32
2012-03-14,8.69,18.02,31.28,23.59,97.24,35.69,65.04,78.71
2012-03-15,10.91,25.37,29.76,24.38,100.88,35.53,64.53,76.27
2012-03-16,11.55,19.53,29.69,24.6,101.88,38.56,62.33,75.51
2012-03-17,14.95,19.65,30.55,24.38,100.55,37.77,63.4,75.36
2012-03-18,18.5,18.77,31.48,24.17,100.22,37.93,63,75.36
2012-03-19,21.64,18.26,32.14,24.09,99.56,39.52,61.28,75.51
2012-03-20,23.45,18.42,32.47,24.02,99.56,39.04,62.24,74
2012-03-21,25.09,18.89,33.06,24.17,99.89,37.77,64.73,73.85
2012-03-22,26.63,19.41,33.74,24.17,100.22,36.97,68.2,74
2012-03-23,25.94,22.72,34.76,26.2,99.89,38.72,69.91,74.31
2012-03-24,28.09,25.11,38.04,30.23,97.9,39.28,69.2,77.17
2012-03-25,28.84,26.54,48.73,34.96,95.59,39.28,69,79.63
2012-03-26,29.6,26.95,53.21,46.46,93.93,39.6,69.1,77.47
2012-03-27,29.32,28.08,50.87,65.28,94.59,39.68,69.1,76.57
2012-03-28,29.18,34.85,48.11,64.69,94.59,40.58,70.61,75.97
2012-03-29,29.73,36.71,53.29,64.81,96.91,39.52,68.7,76.87
2012-03-30,29.39,35.93,53.13,55.85,103.4,42.33,71.41,82.19
2012-03-31,29.67,36.32,53.21,56.52,103.47,43.64,66.98,79.81
2012-04-01,29.39,36.25,53.08,56.19,103.66,42.33,69.81,85.84
2012-04-02,29.05,36.06,52.8,64.1,99.23,38.33,60.8,85.29
2012-04-03,28.77,36.78,52.3,77.68,97.24,36.57,64.22,73.4
2012-04-04,29.32,31.9,53.29,84.18,103.2,44.34,63.51,80.18
2012-04-05,28.91,36.71,53.41,80.53,96.25,45.31,68.5,83.1
2012-04-06,28.77,35.67,53.04,77.93,103.6,47.93,71.72,89.68
2012-04-07,28.7,35.73,53.21,78.67,103.53,48.1,68.7,89.49
2012-04-08,28.7,35.86,52.88,74.22,99.56,48.1,70.91,88.03
2012-04-09,29.39,36.12,52.88,70.37,100.22,48.89,63,92.42
2012-04-10,29.39,35.93,53,72.6,101.55,44.87,62.33,86.57
2012-04-11,29.18,35.93,53.08,73.22,102.54,43.99,60.42,82.19
2012-04-12,29.05,35.99,52.96,78.55,99.23,43.64,59.65,84.01
2012-04-13,29.05,35.8,52.88,87.26,97.24,35.53,64.22,88.21
2012-04-14,29.05,35.8,52.92,89.95,103.27,35.37,63.51,88.94
2012-04-15,29.05,36.25,52.8,89.57,103.27,35.37,61.95,82.55
2012-04-16,29.25,36.19,52.92,88.93,102.87,47.84,66.26,79.26
2012-04-17,29.25,35.86,52.88,89.57,102.54,45.48,67.79,82.19
2012-04-18,28.91,35.73,52.96,89.7,101.21,48.45,65.85,84.93
2012-04-19,28.29,35.99,52.96,89.18,102.87,44.34,65.34,83.65
2012-04-20,28.7,36.12,52.84,88.67,101.21,50.04,61.66,82.37
2012-04-21,28.7,36.38,53,90.21,103.27,54.68,53.25,92.23
2012-04-22,28.58,36.65,53.04,90.08,102.21,52.67,72.12,93.69
2012-04-23,28.46,35.6,53.08,88.93,100.88,51.01,74.84,88.21
2012-04-24,28.58,35.51,52.72,89.57,103.4,48.18,52.98,90.22
2012-04-25,28.13,36.45,53.41,88.67,99.89,57.25,56.4,85.66
2012-04-26,28.77,36.38,52.96,90.72,102.54,63.25,62.04,90.22
2012-04-27,29.67,35.8,52.2,88.03,103.53,62.63,66.47,86.57
2012-04-28,29.11,36.12,53.08,88.8,103.53,59.88,59.37,89.31
2012-04-29,28.91,35.73,52.4,87.64,103.33,60.38,58.5,84.93
2012-04-30,28.25,35.25,52.3,88.67,103.2,58.25,53.53,85.47
2012-05-01,29.6,36.25,52.3,90.08,103.2,57.38,50.06,84.56
2012-05-02,29.53,36.19,52.48,90.21,101.55,58.5,61.38,79.26
2012-05-03,29.25,35.93,52.6,89.95,103.47,55.52,60.9,87.48
2012-05-04,28.98,35.73,52.2,89.44,103.33,58.25,52.16,89.49
2012-05-05,29.25,35.99,52.84,86.23,103.33,58,48.69,89.13
2012-05-06,29.11,35.99,53,90.34,103.4,57.25,48.78,84.74
2012-05-07,29.25,36.06,52.8,87.77,102.54,58.5,52.52,82.55
2012-05-08,29.39,36.45,52.72,87.51,99.56,56.25,50.79,82.19
2012-05-09,29.18,36.25,52.68,91.88,103.47,56.38,56.3,82.73
2012-05-10,29.39,36.32,51.38,89.95,100.88,51.98,56.88,94.97
2012-05-11,29.11,35.42,47.6,88.93,100.55,45.04,54.2,93.33
2012-05-12,29.11,35.6,50.97,87.13,98.23,44.08,55.25,81.27
2012-05-13,29.39,34.41,47.16,89.18,98.23,52.53,49.24,81.27
2012-05-14,29.05,34.81,50.26,86.36,96.25,54.47,53.82,82
2012-05-15,29.18,35.67,51.89,86.23,98.9,53.3,55.25,85.66
2012-05-16,29.32,36.12,52.3,86.87,100.55,50.17,53.91,87.3
2012-05-17,29.25,36.25,52.56,88.16,91.61,44.43,54.01,92.42
2012-05-18,29.32,36.25,52.68,90.21,92.94,42.42,47.42,88.94
2012-05-19,29.32,36.25,50.87,90.08,95.92,42.42,50.15,84.19
2012-05-20,29.32,36.25,51.18,89.18,98.9,42.42,55.92,82.37
2012-05-21,29.32,36.25,52.3,90.08,92.61,42.42,53.07,82.37
2012-05-22,29.32,36.25,52.44,90.72,98.9,42.42,54.29,83.65
2012-05-23,29.32,36.25,47.23,88.93,98.57,42.42,57.64,82.19
2012-05-24,28.09,34.5,47.81,88.93,97.24,50.94,54.29,85.47
2012-05-25,28.21,34.54,47.71,89.18,97.24,54.61,50.15,85.29
2012-05-26,28.34,34.32,48.32,89.31,95.59,56.13,50.97,83.1
2012-05-27,28.17,34.24,48.01,89.83,97.9,55.93,53.16,82.19
2012-05-28,29.11,34.81,47.5,88.41,97.57,57.38,56.78,82.55
2012-05-29,29.32,36.06,45.67,90.34,102.21,57.25,55.83,86.39
2012-05-30,29.32,35.16,46.73,87.9,99.56,57,54.77,92.96
2012-05-31,29.32,35.73,47.81,87,100.88,55.24,51.25,91.32
2012-06-01,29.11,35.93,48.42,89.06,102.87,55.03,53.25,88.21
2012-06-02,28.66,35.56,50.36,88.03,101.21,56,52.52,88.21
2012-06-03,29.8,36.65,51.69,89.44,100.22,54.89,50.06,89.68
2012-06-04,29.46,36.25,50.97,89.83,97.57,53.99,50.79,88.4
2012-06-05,29.46,35.29,49.64,90.08,92.27,55.31,51.61,89.49
2012-06-06,0,0,0,0,NA,0,0,0
2012-06-07,29.67,36.32,48.62,90.6,102.21,53.64,50.15,88.94
2012-06-08,20.31,34.76,50.05,88.41,101.88,57.63,60.8,90.04
2012-06-09,20.39,35.34,48.62,90.85,100.88,49.97,45.86,90.22
2012-06-10,25.17,35.8,46.31,88.41,99.89,54.68,44.23,82.73
2012-06-11,28.77,36.19,46.09,88.67,95.25,52.32,49.33,81.82
2012-06-12,29.53,35.73,49.64,89.44,95.92,51.56,52.07,85.47
2012-06-13,29.32,36.12,52.56,89.18,100.55,53.09,52.43,87.48
2012-06-14,29.46,36.06,50.56,89.95,103.47,51.84,56.88,87.12
2012-06-15,29.25,36.12,52.44,89.06,101.21,51.91,56.69,90.95
2012-06-16,28.66,35.86,52.72,90.6,102.87,51.91,50.61,90.41
2012-06-17,28.98,36.45,52.3,89.57,101.55,51.91,57.83,88.4
2012-06-18,29.6,35.34,49.34,88.54,103.33,51.91,60.13,89.13
2012-06-19,29.53,36.58,49.13,90.47,97.24,56.75,59.84,92.42
2012-06-20,29.25,36.32,49.44,90.08,101.55,59,59.56,91.14
2012-06-21,29.18,36.32,50.56,87,101.21,59.25,64.12,89.31
2012-06-22,28.62,36.38,50.05,87.9,98.57,56.25,63.81,92.6
2012-06-23,28.38,36.06,52.2,89.31,102.87,51.91,60.32,95.34
2012-06-24,28.38,36.25,50.97,90.08,103.66,54.61,53.82,92.42
2012-06-25,27.87,35.1,52.41,75.52,92.46,57.3,52.61,93.56
2012-06-26,27.4,35.1,52.99,76.34,92.8,56.87,50.51,93.34
2012-06-27,27.99,34.44,51.93,75.52,92.4,58.36,52.43,93.12
2012-06-28,27.61,34.82,52.86,76.03,90.11,55.28,54.04,94.86
2012-06-29,27.87,35.1,51.04,75.32,92.98,53.48,53.46,96.16
2012-06-30,28.03,36.28,52.33,76.75,92.4,51.88,55.88,98.11
2012-07-01,28.08,35.86,53.45,76.85,91.1,60.07,55.97,100.72
2012-07-02,27.87,34.56,52.33,76.24,91.1,61.57,61.88,100.93
2012-07-03,27.78,34.56,52.8,75.32,92.52,58.66,62.75,101.53
2012-07-04,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32
2012-07-05,27.78,34.62,52.8,77.06,93.32,59.23,62.36,101.29
2012-07-06,27.74,36.47,55.92,77.37,93.43,61.2,81.01,104.85
2012-07-07,28.03,34.44,54.62,75.52,92.92,59.6,77.18,109.72
2012-07-08,28.5,34.62,53.38,77.06,93.21,62.23,67.65,99.63
2012-07-09,27.95,34.56,53.38,75.62,92.86,61.86,71.26,99.71
2012-07-10,28.08,35.05,53.06,75.62,92.46,61.01,61.59,101.76
2012-07-11,28.08,34.82,53.19,76.44,92.57,60.63,68.23,103.54
2012-07-12,28.08,34.77,53.38,76.75,94.12,60.82,51.61,102.71
2012-07-13,28.08,34.87,53.38,76.55,94.53,62.7,63.04,101.17
2012-07-14,28.08,34.72,53.45,76.55,93.26,61.2,64.33,106.39
2012-07-15,28.08,34.82,54.62,77.78,93.38,60.73,67.07,114.16
2012-07-16,27.91,34.09,52.17,75.73,93.15,59.41,60.52,108.51
2012-07-17,27.44,35.05,54.23,77.47,93.61,59.13,58.68,102.12
2012-07-18,28.41,35.48,54.82,75.93,92.86,61.39,52.7,101.29
2012-07-19,27.19,34.03,52.17,74.57,91.6,61.39,72.14,106.28
2012-07-20,27.61,35.34,54.43,76.24,92.8,62.14,66.5,91.77
2012-07-21,28.08,35.1,54.1,75.42,92.4,60.92,58.88,101.76
2012-07-22,27.82,35.62,54.3,75.83,92.57,61.2,57.91,89.14
2012-07-23,27.49,34.68,53.19,75.02,93.03,61.2,61.97,99.1
2012-07-24,27.57,34.44,52.57,75.62,93.21,60.73,56.46,92.38
2012-07-25,27.7,35.1,52.65,74.72,92.1,60.16,61.97,101.05
2012-07-26,27.49,35.1,53.25,75.62,92.4,59.41,60.04,97.88
2012-07-27,27.7,35.34,52.57,76.14,92.34,59.88,58.1,97.06
2012-07-28,27.82,35.34,52.57,76.24,92.75,59.23,56.75,99.1
2012-07-29,27.78,35.2,52.57,76.55,92.69,60.16,61.1,100.32
2012-07-30,27.78,34.68,52.57,76.44,92.63,59.98,56.84,100.53
2012-07-31,27.74,34.87,52.57,76.03,92.57,59.98,61.3,100.32
2012-08-01,27.35,34.87,52.57,75.73,92.52,59.7,60.91,100.53
2012-08-02,27.53,35.1,51.76,75.42,92.46,59.7,60.81,100.12
2012-08-03,27.53,34.68,52.57,76.03,92.46,59.04,60.62,99.71
2012-08-04,27.49,34.72,52.65,76.34,92.69,59.13,60.52,99.1
2012-08-05,27.08,34.77,52.65,76.55,92.57,59.23,63.18,98.69
2012-08-06,27.74,35.34,50.79,76.44,92.57,59.51,65.49,98.9
2012-08-07,27.95,35.34,53.84,76.96,92.52,59.04,67.36,99.1
2012-08-08,27.53,34.96,52.99,76.96,92.57,59.7,70.07,101.64
2012-08-09,27.57,35.24,52.86,75.52,92.86,58.76,71.43,101.88
2012-08-10,27.78,35.01,53.06,75.83,91.85,58.46,70.13,102.24
2012-08-11,28.08,34.96,53.06,76.85,92.75,58.76,70.55,100.93
2012-08-12,28.08,35.24,53.91,76.85,92.98,61.1,72.2,103.07
2012-08-13,26.5,35.48,51.44,75.62,93.38,59.13,72.91,112.35
2012-08-14,28.2,34.82,53.51,77.16,93.84,60.63,70.73,104.61
2012-08-15,28.5,35.71,53.97,76.75,92.92,59.41,70.73,104.38
2012-08-16,27.7,34.82,52.73,76.24,93.49,59.7,71.73,110.93
2012-08-17,28.24,35.57,53.45,75.73,93.15,61.01,72.5,103.78
2012-08-18,27.53,34.87,53.58,75.52,93.55,60.82,65.49,105.09
2012-08-19,28.41,35.2,53.91,75.42,93.38,60.92,65.49,104.61
2012-08-20,27.65,35.05,53.45,76.03,93.43,60.45,68.23,103.54
2012-08-21,27.78,35.48,54.23,75.62,92.92,60.73,70.19,99.91
2012-08-22,28.03,35.86,53.06,76.75,93.55,62.98,71.79,105.09
2012-08-23,26.71,34.5,52.93,76.24,92.69,62.42,80.36,134.79
2012-08-24,27.82,34.77,52.86,76.34,92.4,61.2,77.62,130.78
2012-08-25,27.78,34.44,51.36,75.73,92.8,57.61,52.89,114.88
2012-08-26,26.92,34.44,51.68,75.42,92.46,58.25,60.33,106.16
2012-08-27,26.23,34.5,50.07,74.72,82.16,55.39,57.04,94.62
2012-08-28,27.95,35.67,53.71,77.57,93.49,61.86,61.78,104.26
2012-08-29,28.58,34.96,54.1,75.83,93.15,59.04,67.79,103.78
2012-08-30,27.03,35.48,55.34,77.88,94.35,61.67,71.85,109.06
2012-08-31,27.53,35.01,54.56,76.65,93.03,59.7,60.91,109.72
2012-09-01,28.16,35.38,54.3,76.03,92.1,60.73,65.63,104.97
2012-09-02,28.46,35.29,54.04,76.03,92.4,58.25,57.91,106.98
2012-09-03,27.74,35.1,53.51,76.55,93.32,61.2,71.55,102.12
2012-09-04,27.87,35.67,54.75,76.44,93.55,61.67,72.74,103.9
2012-09-05,27.14,35.24,53.84,77.78,93.95,62.61,56.46,109.5
2012-09-06,27.99,35.86,52.73,75.32,92.4,59.04,67.79,102.83
2012-09-07,27.24,35.43,52.57,76.24,92.63,62.61,73.02,101.64
2012-09-08,26.6,34.82,52.33,76.85,94.81,59.98,67.94,120.11
2012-09-09,27.65,35.9,52.41,75.17,92.75,60.73,58.68,104.49
2012-09-10,28.16,35.1,53.32,76.85,93.15,60.26,70.37,104.38
2012-09-11,20.78,35.76,54.36,75.93,93.78,60.16,61.78,102.71
2012-09-12,27.53,35.38,53.65,76.24,93.66,58.66,71.73,103.9
2012-09-13,28.16,35.81,53.51,76.96,75.6,58.66,63.04,105.56
2012-09-14,27.74,35.62,53.65,76.65,92.57,57.08,70.31,102.83
2012-09-15,27.78,35.9,53.51,76.34,88.87,56.02,63.32,102.12
2012-09-16,27.49,33.33,48.13,68.92,76.42,49.66,59.75,112.35
2012-09-17,25.59,33.97,61.68,81.41,127.07,132.23,149.48,205.58
2012-09-18,27.74,33.74,54.1,75.73,92.4,70.45,100.46,167.7
2012-09-19,27.03,35.05,54.1,76.34,92.4,58.85,63.32,106.63
2012-09-20,28.62,35.95,53.91,77.16,92.98,59.41,52.79,113.62
2012-09-21,27.91,36.28,54.56,76.85,92.75,60.16,63.9,104.26
2012-09-22,27.61,35.95,54.69,76.65,92.8,59.6,68.95,105.92
2012-09-23,27.49,35.38,54.1,75.83,92.4,59.6,70.9,104.02
2012-09-24,28.67,30.86,52.86,77.37,88.37,59.04,70.02,103.78
2012-09-25,28.67,23.76,52.41,76.14,84.15,56.34,69.09,95.03
2012-09-26,25.54,27.82,51.6,77.26,93.89,58.66,60.23,96.05
2012-09-27,27.4,31.51,51.84,76.85,91.85,59.51,69.38,102.36
2012-09-28,27.7,35.2,53.51,76.65,92.69,59.13,64.05,102.36
2012-09-29,28.16,35.71,54.1,76.34,92.86,60.16,71.38,102.83
2012-09-30,28.29,35.34,54.56,77.47,92.86,60.16,71.55,103.66
2012-10-01,28.24,35.38,54.49,77.47,92.86,60.16,71.61,103.9
2012-10-02,27.82,35.15,54.04,77.06,92.98,60.16,70.9,104.38
2012-10-03,27.78,34.62,53.84,76.44,92.8,60.16,71.08,104.26
2012-10-04,27.91,35.15,53.65,76.14,91.6,59.41,71.02,103.9
2012-10-05,27.99,35.48,53.71,76.96,91.85,59.79,68.37,102.83
2012-10-06,28.08,35.34,53.91,77.37,92.46,59.04,70.37,103.19
2012-10-07,27.99,35.48,53.84,77.47,92.57,52.95,70.96,103.66
2012-10-08,28.24,35.43,53.84,76.65,92.4,56.76,70.19,102.12
2012-10-09,28.08,34.87,54.04,76.55,92.57,53.58,71.38,104.49
2012-10-10,27.99,35.43,53.51,70.26,91.35,59.98,70.78,102.12
2012-10-11,28.03,35.53,53.65,68.63,90.85,58.94,68.37,102.71
2012-10-12,26.87,34.87,53.25,76.03,89.86,59.13,66.06,101.53
2012-10-13,28.03,35.24,51.93,75.52,91.6,59.23,67.79,101.41
2012-10-14,28.16,35.57,52.73,72.64,92.92,59.79,64.62,102.12
2012-10-15,28.12,35.53,53.71,69.97,91.35,59.41,70.07,100.93
2012-10-16,28.08,35.48,53.71,68.78,92.4,59.6,68.95,98.49
2012-10-17,27.87,35.34,52.86,69.07,92.8,59.7,63.04,101.76
2012-10-18,27.95,35.15,51.76,69.37,90.61,59.88,60.71,101.64
2012-10-19,28.03,35.34,53.51,68.48,92.57,57.61,58.68,100.32
2012-10-20,27.78,35.34,53.71,70.56,92.1,59.98,57.52,101.05
2012-10-21,28.03,35.38,53.65,69.97,91.85,60.63,60.33,100.93
2012-10-22,27.91,35.76,53.65,69.97,92.4,60.07,59.07,102.12
2012-10-23,28.08,35.67,54.1,66.13,93.21,59.98,58.59,101.88
2012-10-24,28.16,35.67,54.1,67.06,92.4,59.88,57.04,102.24
2012-10-25,27.99,35.43,54.1,66.71,92.46,60.35,57.62,102.12
2012-10-26,27.95,35.15,53.91,69.82,91.85,59.32,57.13,101.29
2012-10-27,27.82,35.53,53.91,73.83,91.1,60.16,56.55,102.48
2012-10-28,27.82,35.62,54.1,76.85,92.1,59.98,56.94,98.69
2012-10-29,27.99,34.91,53.84,76.96,92.86,52.84,61.1,87.3
2012-10-30,28.08,34.87,53.84,77.57,92.8,48.38,58.68,88.45
2012-10-31,27.95,35.01,53.71,76.65,92.8,50.5,61.1,84.77
2012-11-01,27.53,34.82,54.1,76.44,92.69,49.66,62.26,78.64
2012-11-02,27.74,34.82,53.12,75.73,92.75,52.2,66.64,75.26
2012-11-03,28.03,35.1,53.71,75.62,92.69,50.29,70.37,81.08
2012-11-04,28.03,35.05,53.65,76.34,92.86,54.32,68.51,87.3
2012-11-05,27.99,35.05,53.51,76.55,92.75,59.79,65.63,91.77
2012-11-06,28.16,35.1,53.45,76.65,92.75,56.98,69.81,92.79
2012-11-07,27.7,35.15,53.71,74.42,92.75,60.92,67.22,91.16
2012-11-08,27.74,35.34,53.51,72.64,93.09,56.13,71.55,97.27
2012-11-09,27.74,35.01,53.84,70.26,92.69,56.66,70.9,102.12
2012-11-10,27.99,35.2,53.45,69.22,92.57,57.61,70.43,102.71
2012-11-11,27.95,36.09,54.36,69.97,92.4,59.88,70.07,101.05
2012-11-12,28.16,35.53,53.45,77.06,90.85,59.6,69.81,97.06
2012-11-13,27.95,35.53,53.84,75.17,93.15,60.54,64.33,97.06
2012-11-14,27.99,35.53,53.65,69.97,92.8,59.88,70.37,95.84
2012-11-15,28.03,35.53,53.84,70.11,92.98,54.43,70.31,92.79
2012-11-16,27.99,35.38,53.84,70.26,92.75,52.52,70.37,91.77
2012-11-17,27.95,35.29,53.78,69.82,93.03,55.7,65.92,93.81
2012-11-18,27.95,35.29,53.78,69.97,93.03,56.98,58.2,95.03
2012-11-19,27.78,35.2,52.25,71.3,92.34,60.26,58.3,91.16
2012-11-20,27.78,35.67,49.98,75.93,92.86,60.07,59.07,89.37
2012-11-21,27.78,35.67,50.87,75.62,92.8,60.63,59.55,89.6
2012-11-22,27.7,35.43,52.01,76.24,92.8,60.54,58.39,93.4
2012-11-23,27.7,35.29,52.57,76.65,92.4,60.92,58.1,94.62
2012-11-24,27.74,35.29,53.45,76.24,91.6,60.63,60.91,90.06
2012-11-25,27.91,35.38,53.65,76.85,90.11,60.92,63.9,89.6
2012-11-26,27.7,35.29,51.12,76.75,79,58.46,70.67,96.45
2012-11-27,27.74,35.29,51.04,75.93,80.92,58.36,66.35,91.36
2012-11-28,27.7,35.24,51.28,76.03,77.59,59.7,70.07,90.96
2012-11-29,27.82,35.48,53.65,73.23,78.88,59.32,68.08,92.79
2012-11-30,27.7,35.53,53.97,75.42,78.76,59.32,67.65,89.37
2012-12-01,27.65,35.57,53.78,76.24,79,59.32,69.38,89.6
2012-12-02,27.57,35.53,53.84,76.34,81.17,59.32,70.43,89.14
2012-12-03,27.65,35.1,53.78,76.24,83.16,59.41,68.37,92.18
2012-12-04,27.65,35.15,53.58,76.65,80.68,59.41,70.73,89.6
2012-12-05,27.65,35.48,53.38,76.85,83.41,59.98,70.43,90.52
2012-12-06,27.65,35.34,53.19,77.06,79.81,59.51,68.37,94.01
2012-12-07,27.61,35.34,53.65,76.75,78.88,59.51,67.36,90.52
2012-12-08,27.7,35.29,53.78,76.75,78.06,59.41,67.22,91.16
2012-12-09,27.44,35.29,53.78,76.85,77.83,59.13,68.95,89.37
2012-12-10,27.65,35.01,53.19,77.06,77.94,59.32,69.52,89.37
2012-12-11,27.7,35.24,52.8,77.06,77.01,59.41,70.31,89.83
2012-12-12,27.95,35.15,53.25,76.85,76.19,58.76,68.95,90.29
2012-12-13,27.78,35.24,53.45,76.85,76.77,58.94,69.96,87.76
2012-12-14,27.87,35.1,53.38,77.26,77.01,60.26,69.96,90.75
