No,Region,Type,City,Address,Name,Capacity,시설용�,시설��_1,유입하�,유입��_1,유입��_2,처리량(,처리량_,유입��_3,유입��_4,유입(원,방류BOD,유입(�_1,방류COD,유입(�_2,방류T-N,유입(�_3,방류T-P,유입총�,방류총�,처리효�,처리부�,처리방�,적용신�,연계처�,연계��_1,연계��_2,연계��_3,Date,가동개�,사업비(,운영주�,위탁업�,위탁비�,위탁계�,위탁범�,방류수�,방류��_1,방류��_2,방류��_3,방류��_4,고도처�,재생에�,연간총�,하수처�,Lon,Lat,Status
"184","1",마을,상주시,경상북도 상주시 사벌국면 묵하리 875-3,사벌묵하(500㎥/일미만),"35",,"35",19.000000000000000,,"18.6",19.000000000000000,,,"18.6",98.599999999999994,4.000000000000000,85.700000000000003,11.000000000000000,37.438000000000002,16.216999999999999,3.952000000000000,2.283000000000000,"16676","8",95.900000000000006,1.800000000000000,B.M.S,,,,,,1999-07-01,,,민간위탁,TSKWATER,,11.12.15~16.12.14,,UV,병성천,낙동강,낙동강,,"100",,"19747","495",128.238401900000014,36.472905980000000,정좌표
"185","1",마을,상주시,경상북도 상주시 중동면 오상리 1086-5,중동오상(500㎥/일미만),"100",,"100",65.000000000000000,,"64.9",65.000000000000000,,,"64.9",85.000000000000000,1.000000000000000,54.899999999999999,5.300000000000000,22.946999999999999,11.310000000000000,2.423000000000000,1.281000000000000,"46887","1",98.799999999999997,5.500000000000000,SAMProcess,,,,,,2013-07-01,,,민간위탁,TSKWATER,,11.12.15~16.12.14,,,오상간상천,낙동강,낙동강,,"100",,"92973","668",128.274448299999989,36.421713830000002,정좌표
"186","1",마을,상주시,경상북도 상주시 외서면 개곡리 306-2,외서개곡(500㎥/일미만),"35",,"35",29.000000000000000,,"28.9",29.000000000000000,,,"28.9",72.700000000000003,2.100000000000000,58.799999999999997,6.300000000000000,30.818999999999999,12.867000000000001,3.223000000000000,1.511000000000000,"13665","9",97.099999999999994,2.000000000000000,N.B.P,,,,,,2001-05-21,,,민간위탁,TSKWATER,,11.12.15~16.12.14,,UV,외서천,낙동강,낙동강,,"100",,"26548","428",128.153901300000001,36.480999390000001,정좌표
"187","1",공공,상주시,경상북도 상주시 사벌국면 삼덕리 280-3,사벌경천대(500㎥/일이상),"900",,"900",175.000000000000000,,"175",175.000000000000000,,,"175.2",119.000000000000000,1.200000000000000,81.799999999999997,6.100000000000000,25.000000000000000,4.760000000000000,2.931000000000000,0.060000000000000,"32499","3",99.000000000000000,20.600000000000001,HSBR,,,,,,2007-06-07,,,민간위탁,TSKWATER,,11.12.15~16.12.14,,UV,,낙동강,낙동강,II지역,"100",,"210821","561",128.240849300000008,36.450127320000000,정좌표
"188","1",공공,상주시,경상북도 상주시 낙동면 낙동리 1064-3,낙동(500㎥/일이상),"700",,"700",237.000000000000000,,"236.5",237.000000000000000,,,"236.5",148.099999999999994,1.100000000000000,88.299999999999997,6.200000000000000,25.739999999999998,2.841000000000000,3.212000000000000,0.025000000000000,"62890","14",99.299999999999997,34.799999999999997,HSBR,,,,,,2007-12-04,,,민간위탁,TSKWATER,,11.12.15~16.12.14,,UV,,낙동강,낙동강,II지역,"100",,"215523","425",128.292314099999999,36.356680920000002,정좌표
"189","1",마을,상주시,경상북도 상주시 사벌국면 엄암리 329-1,사벌덕담(500㎥/일미만),"150",,"150",117.000000000000000,,"117.4",117.000000000000000,,,"117.4",196.699999999999989,1.100000000000000,118.500000000000000,8.500000000000000,34.991000000000000,13.140000000000001,3.646000000000000,1.480000000000000,"121977","4",99.400000000000006,23.000000000000000,ENVISMBR,,,,,,2015-08-01,,,민간위탁,TSKWATER,,11.12.15~16.12.14,,,병성천,낙동강,낙동강,,"100",,"70788","281",128.214776300000011,36.459442350000003,정좌표
"190","1",마을,상주시,경상북도 상주시 은척면 봉중리 342,은척봉중(500㎥/일미만),"140",,"140",114.000000000000000,,"113.8",114.000000000000000,,,"113.8",190.199999999999989,5.200000000000000,130.900000000000006,16.399999999999999,29.925000000000001,10.638000000000000,4.214000000000000,1.268000000000000,"101204","283",97.299999999999997,21.100000000000001,N.B.P,,,,,,2010-01-01,,,민간위탁,TSKWATER,,11.12.15~16.12.14,,UV,이안천,낙동강,낙동강,,"100",,"120934","495",128.078885200000002,36.530490110000002,정좌표
"196","1",마을,상주시,경상북도 상주시 화북면 용유리 428,용유(500㎥/일미만),"180",,"180",104.000000000000000,,"103.7",104.000000000000000,,,"103.7",120.599999999999994,7.100000000000000,75.799999999999997,11.600000000000000,28.039999999999999,13.609000000000000,3.300000000000000,0.493000000000000,"102154","289",94.099999999999994,11.800000000000001,BBFDNS,,,,,,2012-06-01,,,민간위탁,한국환경공단,,16.01.01~17.12.31,,UV,영강,낙동강,낙동강,,"100",,"83146","374",127.915928399999999,36.565648299999999,정좌표
"201","1",공공,문경시,경상북도 문경시 영신동 103,점촌,"30000",,"30000",28532.000000000000000,,"28532",28532.000000000000000,,,"28532",245.599999999999994,1.100000000000000,194.199999999999989,9.000000000000000,51.215000000000003,9.871000000000000,5.750000000000000,0.147000000000000,"158703","29",99.599999999999994,6976.100000000000364,A2O,,25.000000000000000,85.000000000000000,,,2000-05-07,,"43451",자체(직영),,,,,자외선,,영강,낙동강,III지역,"100",,"8760494","143",128.214295899999996,36.574192889999999,정좌표
"202","1",공공,문경시,경상북도 문경시 마성면 신현리 203-2,마성,"8000",,"8000",6650.000000000000000,,"6650",6650.000000000000000,,,"6650",84.299999999999997,0.900000000000000,73.900000000000006,4.100000000000000,16.488000000000000,5.406000000000000,1.890000000000000,0.202000000000000,"37090","31",98.900000000000006,554.600000000000023,SBR,,,,,,2003-11-30,,"27001",자체(직영),,,,,자외선,,영강,낙동강,III지역,"100",,"847334","59",128.127342499999997,36.669001840000000,정좌표
"203","1",공공,문경시,경상북도 문경시 가은읍 왕능리 24-3,가은,"2000",,"2000",1961.000000000000000,,"1961",1961.000000000000000,,,"1961",88.599999999999994,0.700000000000000,74.299999999999997,3.600000000000000,16.879999999999999,10.173999999999999,2.052000000000000,0.147000000000000,"44396","30",99.200000000000003,167.599999999999994,A2O,,,,,,2004-07-28,,"17356",민간위탁,가은개발,"800",04.8~'24.7,하수처리시설운영,자외선,,영강,낙동강,III지역,"100",,"660751","157",128.078973800000000,36.636747679999999,인근좌표
"204","1",마을,문경시,경상북도 문경시 산북면 가곡리 234-1,가곡마을하수,"40","40",,30.000000000000000,30.100000000000001,,30.000000000000000,,30.100000000000001,,30.199999999999999,0.700000000000000,33.000000000000000,2.900000000000000,7.598000000000000,7.829000000000000,1.298000000000000,0.765000000000000,"36540","30",97.700000000000003,0.900000000000000,,,,,,,2005-06-02,,"561",자체(직영),,,,,자외선,,,낙동강,,,,"18072","280",128.300472899999988,36.668457230000001,정좌표
"205","1",마을,문경시,경상북도 문경시 호계면 가도리 668-1,가도마을하수,"40","40",,32.000000000000000,31.500000000000000,,32.000000000000000,,31.500000000000000,,90.500000000000000,2.000000000000000,65.900000000000006,2.600000000000000,18.986999999999998,8.986000000000001,2.897000000000000,0.550000000000000,"12568","30",97.799999999999997,2.800000000000000,,,,,,,2009-05-30,,"292",자체(직영),,,,,자외선,,,낙동강,,,,"20388","302",128.214245799999986,36.650385659999998,정좌표
"206","1",마을,문경시,경상북도 문경시 산양면 과곡리 428-2,과곡마을하수,"60","60",,49.000000000000000,49.100000000000001,,49.000000000000000,,49.100000000000001,,94.500000000000000,1.300000000000000,70.500000000000000,4.900000000000000,24.155999999999999,14.513000000000000,3.879000000000000,1.804000000000000,"25698","30",98.599999999999994,4.600000000000000,,,,,,,2009-11-12,,"1718",자체(직영),,,,,자외선,,,낙동강,,,,"56580","537",128.278083699999996,36.633607230000003,인근좌표
"207","1",마을,문경시,경상북도 문경시 마성면 하내리 324,구랑마을하수,"40","40",,28.000000000000000,28.100000000000001,,28.000000000000000,,28.100000000000001,,75.900000000000006,2.600000000000000,54.899999999999999,4.800000000000000,24.257999999999999,15.981999999999999,3.458000000000000,2.205000000000000,"156968","30",96.599999999999994,2.100000000000000,,,,,,,2000-12-07,,"166",자체(직영),,,,,염소,,,낙동강,,,,"17328","288",128.097006300000004,36.656700489999999,정좌표
"208","1",마을,문경시,경상북도 문경시 산북면 김용리 148-17,김용마을하수,"25","25",,18.000000000000000,17.500000000000000,,18.000000000000000,,17.500000000000000,,29.500000000000000,1.000000000000000,26.800000000000001,3.400000000000000,7.987000000000000,5.092000000000000,1.158000000000000,0.835000000000000,"15478","30",96.599999999999994,0.500000000000000,,,,,,,2001-12-07,,"67",자체(직영),,,,,염소,,,낙동강,,,,"3840","102",128.227421899999996,36.722658469999999,정좌표
"209","1",마을,문경시,경상북도 문경시 산북면 내화리 740,내화마을하수,"28","28",,208.000000000000000,208.000000000000000,,208.000000000000000,,208.000000000000000,,40.200000000000003,1.600000000000000,36.500000000000000,4.500000000000000,15.257999999999999,10.337999999999999,2.139000000000000,1.577000000000000,"56980","30",96.000000000000000,8.000000000000000,,,,,,,2009-06-30,,"336",자체(직영),,,,,자외선,,,낙동강,,,,"27384","61",128.278184799999991,36.684314290000003,정좌표
"210","1",마을,문경시,경상북도 문경시 동로면 노은리 365-2,노루이마을하수,"40","40",,25.000000000000000,25.199999999999999,,25.000000000000000,,25.199999999999999,,70.500000000000000,4.000000000000000,49.799999999999997,8.600000000000000,17.027999999999999,11.497999999999999,2.987000000000000,1.864000000000000,"23620","30",94.299999999999997,1.700000000000000,,,,,,,2005-11-17,,"264",자체(직영),,,,,자외선,,,낙동강,,,,"10440","193",128.311757099999994,36.761194230000001,정좌표
"211","1",마을,문경시,경상북도 문경시 영순면 율곡리 146-1,딩골마을하수,"40","40",,32.000000000000000,31.899999999999999,,32.000000000000000,,31.899999999999999,,70.799999999999997,3.600000000000000,36.899999999999999,6.200000000000000,12.257999999999999,9.440000000000000,1.987000000000000,1.316000000000000,"12557","30",94.900000000000006,2.100000000000000,,,,,,,2007-07-10,,"250",자체(직영),,,,,자외선,,,낙동강,,,,"16548","242",128.237097799999987,36.541086380000003,정좌표
"212","1",마을,문경시,경상북도 문경시 산양면 진정리 35-1,미르물마을하수,"45","45",,35.000000000000000,35.000000000000000,,35.000000000000000,,35.000000000000000,,60.200000000000003,5.300000000000000,64.200000000000003,7.500000000000000,14.068000000000000,12.810000000000000,2.569000000000000,2.071000000000000,"78954","30",91.200000000000003,1.900000000000000,,,,,,,2006-05-24,,"250",자체(직영),,,,,자외선,,,낙동강,,,,"29088","387",128.240443599999992,36.607841600000000,정좌표
"213","1",마을,문경시,경상북도 문경시 산북면 약석리 115,배골마을하수,"30","30",,20.000000000000000,19.500000000000000,,20.000000000000000,,19.500000000000000,,110.500000000000000,2.700000000000000,63.500000000000000,6.200000000000000,17.259000000000000,14.705000000000000,3.289000000000000,2.771000000000000,"12589","30",97.599999999999994,2.100000000000000,,,,,,,2005-11-27,,"242",자체(직영),,,,,자외선,,,낙동강,,,,"12324","295",128.266849799999989,36.665376690000002,정좌표
"214","1",마을,문경시,경상북도 문경시 영순면 이목리 59,백포마을하수,"45","45",,35.000000000000000,34.500000000000000,,35.000000000000000,,34.500000000000000,,85.000000000000000,4.200000000000000,72.299999999999997,9.100000000000000,25.236000000000001,18.942000000000000,3.456000000000000,2.652000000000000,"98756","30",95.099999999999994,2.800000000000000,,,,,,,2003-01-25,,"200",자체(직영),,,,,염소,,,낙동강,,,,"58824","795",128.286573599999997,36.556118929999997,정좌표
"215","1",마을,문경시,경상북도 문경시 농암면 내서리 425-9,백합동마을하수,"45","45",,36.000000000000000,35.500000000000000,,36.000000000000000,,35.500000000000000,,45.799999999999997,0.700000000000000,28.899999999999999,3.000000000000000,27.027999999999999,10.597000000000000,3.897000000000000,2.193000000000000,"45698","30",98.500000000000000,1.600000000000000,,,,,,,2006-06-20,,"250",자체(직영),,,,,자외선,,,낙동강,,,,"30908","406",127.965165400000004,36.531403640000001,정좌표
"216","1",마을,문경시,경상북도 문경시 마성면 하내리 1128,상하내마을하수,"90","90",,80.000000000000000,80.200000000000003,,80.000000000000000,,80.200000000000003,,65.599999999999994,2.200000000000000,54.799999999999997,5.200000000000000,13.569000000000001,12.321000000000000,1.897000000000000,1.564000000000000,"12589","30",96.599999999999994,5.100000000000000,,,,,,,2009-11-11,,"1619",자체(직영),,,,,자외선,,,낙동강,,,,"83916","488",128.087985599999996,36.656463189999997,정좌표
"217","1",마을,문경시,경상북도 문경시 산북면 서중리 140-4,서중마을하수,"60","60",,35.000000000000000,35.200000000000003,,35.000000000000000,,35.200000000000003,,105.900000000000006,2.600000000000000,88.799999999999997,5.400000000000000,15.268000000000001,9.343999999999999,1.879000000000000,1.350000000000000,"65987","30",97.500000000000000,3.600000000000000,,,,,,,2004-01-27,,"150",자체(직영),,,,,자외선,,,낙동강,,,,"10344","137",128.252485699999994,36.639173669999998,정좌표
"218","1",마을,문경시,경상북도 문경시 영순면 왕태리 1028,신전마을하수,"45","45",,31.000000000000000,30.500000000000000,,31.000000000000000,,30.500000000000000,,65.799999999999997,3.400000000000000,53.799999999999997,6.400000000000000,15.236000000000001,10.422000000000001,2.569000000000000,1.797000000000000,"45698","30",94.799999999999997,1.900000000000000,,,,,,,2007-07-26,,"257",자체(직영),,,,,자외선,,,낙동강,,,,"34536","528",128.257990000000007,36.586606390000000,정좌표
"219","1",마을,문경시,경상북도 문경시 영순면 오룡리 458-7,오룡마을하수,"35","35",,26.000000000000000,25.500000000000000,,26.000000000000000,,25.500000000000000,,80.599999999999994,2.600000000000000,54.500000000000000,7.400000000000000,18.239000000000001,15.798000000000000,2.897000000000000,2.388000000000000,"89654","30",96.799999999999997,2.000000000000000,,,,,,,2003-09-29,,"262",자체(직영),,,,,염소,,,낙동강,,,,"8628","158",128.271440600000005,36.575705550000002,정좌표
"220","1",마을,문경시,경상북도 문경시 가은읍 완장리 131-2,완장마을하수,"45","45",,33.000000000000000,32.899999999999999,,33.000000000000000,,32.899999999999999,,60.000000000000000,1.700000000000000,71.500000000000000,5.400000000000000,25.326000000000001,19.099000000000000,3.564000000000000,2.612000000000000,"12365","30",97.200000000000003,1.900000000000000,,,,,,,2005-06-02,,"682",자체(직영),,,,,자외선,,,낙동강,,,,"24528","348",127.992880900000003,36.674209750000003,정좌표
"221","1",마을,문경시,경상북도 문경시 산양면 위만리 54-1,우마이마을하수,"45","45",,32.000000000000000,32.399999999999999,,32.000000000000000,,32.399999999999999,,54.600000000000001,3.600000000000000,45.299999999999997,6.500000000000000,18.125000000000000,16.550999999999998,3.015000000000000,2.374000000000000,"78956","30",93.400000000000006,1.700000000000000,,,,,,,2008-07-08,,"236",자체(직영),,,,,자외선,,,낙동강,,,,"18745","270",128.303254500000008,36.636157949999998,정좌표
"222","1",마을,문경시,경상북도 문경시 동로면 적성리 1303-2,적성마을하수,"125","125",,111.000000000000000,110.500000000000000,,111.000000000000000,,110.500000000000000,,110.299999999999997,3.300000000000000,90.299999999999997,8.199999999999999,19.236000000000001,8.101000000000001,3.269000000000000,1.553000000000000,"45698","30",97.000000000000000,11.800000000000001,,,,,,,2013-12-31,,"3881",자체(직영),,,,,자외선,,,낙동강,,,,"50700","214",128.319159899999988,36.764122749999999,정좌표
"223","1",마을,문경시,경상북도 문경시 가은읍 하괴리 117-1,중구실마을하수,"60","60",,46.000000000000000,45.500000000000000,,46.000000000000000,,45.500000000000000,,30.899999999999999,1.100000000000000,19.800000000000001,3.300000000000000,8.987000000000000,6.334000000000000,1.456000000000000,0.740000000000000,"78985","30",96.400000000000006,1.400000000000000,,,,,,,2004-01-27,,"620",자체(직영),,,,,자외선,,,낙동강,,,,"22524","231",128.034021700000011,36.656398150000001,정좌표
"224","1",마을,문경시,경상북도 문경시 산북면 대상리 331-5,지보실마을하수,"40","40",,26.000000000000000,25.600000000000001,,26.000000000000000,,25.600000000000001,,72.299999999999997,6.400000000000000,52.600000000000001,10.000000000000000,19.896999999999998,18.806000000000001,2.897000000000000,2.673000000000000,"69874","30",91.099999999999994,1.700000000000000,,,,,,,2005-11-17,,"75",자체(직영),,,,,자외선,,,낙동강,,,,"17484","318",128.253125299999994,36.652216310000000,정좌표
"225","1",마을,문경시,경상북도 문경시 산양면 진정리 518-4,추산마을하수,"25","25",,17.000000000000000,16.899999999999999,,17.000000000000000,,16.899999999999999,,30.500000000000000,2.200000000000000,23.600000000000001,4.800000000000000,21.367999999999999,19.055000000000000,2.456000000000000,2.469000000000000,"58963","30",92.799999999999997,0.500000000000000,,,,,,,2006-08-07,,"135",자체(직영),,,,,염소,,,낙동강,,,,"12864","355",128.235947699999997,36.615162280000000,정좌표
"226","1",마을,문경시,경상북도 문경시 가은읍 상괴리 719-44,함박골마을하수,"40","40",,30.000000000000000,30.199999999999999,,30.000000000000000,,30.199999999999999,,53.799999999999997,3.600000000000000,41.500000000000000,7.800000000000000,19.125000000000000,15.393000000000001,3.058000000000000,2.593000000000000,"47895","30",93.299999999999997,1.500000000000000,,,,,,,2002-11-29,,"165",자체(직영),,,,,염소,,,낙동강,,,,"13058","202",128.026175200000012,36.657486830000003,정좌표
"227","1",마을,문경시,경상북도 문경시 산양면 현리 93-2,현리마을하수,"30","30",,18.000000000000000,18.399999999999999,,18.000000000000000,,18.399999999999999,,73.000000000000000,3.600000000000000,58.600000000000001,6.900000000000000,19.257999999999999,11.797000000000001,2.789000000000000,1.736000000000000,"59874","30",95.099999999999994,1.300000000000000,,,,,,,2008-10-21,,"189",자체(직영),,,,,자외선,,,낙동강,,,,"2160","55",128.256834300000008,36.635234019999999,정좌표
"228","1",마을,문경시,경상북도 문경시 영순면 달지리 1008,달지마을하수,"50","50",,37.000000000000000,37.000000000000000,,37.000000000000000,,37.000000000000000,,70.299999999999997,1.200000000000000,51.500000000000000,4.200000000000000,26.257999999999999,13.690000000000000,6.589000000000000,1.528000000000000,"56987","30",98.299999999999997,2.600000000000000,,,,,,,2016-09-13,,"2600",자체(직영),,,,,자외선,,,낙동강,,,,"10800","136",128.284231100000000,36.570848980000001,정좌표
"229","1",공공,경산시,경상북도 경산시 경안로 497,경산(500㎥/일이상),"40000",,"40000",33819.000000000000000,,"33819",33819.000000000000000,,,"33819",145.000000000000000,1.000000000000000,86.000000000000000,9.000000000000000,34.000000000000000,9.000000000000000,4.000000000000000,,"75505","19",99.500000000000000,4893.600000000000364,NPR고도처리+총인처리,환경신기술검증22호,218.599999999999994,,,,2015-12-31,"201616","25319",민간위탁,경산맑은물길주식회사,"2903",16.08~'36.07,"처리장,차집관거",UV자외선,남천,금호강,낙동강,II지역,"100",,"5188977","72",128.728860200000014,35.849770610000000,인근좌표
"230","1",마을,경산시,경상북도 경산시 용성면 고은리 590-1번지,고방(500㎥/일미만),"50",,"50",27.000000000000000,,"27",27.000000000000000,,,"27",108.000000000000000,1.000000000000000,61.000000000000000,6.000000000000000,31.000000000000000,15.000000000000000,3.000000000000000,1.000000000000000,"38166","11",99.000000000000000,2.900000000000000,MEMSYS공법,하폐수처리를위한침지형평막모듈(MEMSYS),,,,,1999-01-01,"199999","640",민간위탁,경산맑은물길주식회사,,16.08~'36.07,"처리장,차집관거",해당없음,오목천,금호강,낙동강,,"100",,"27249","474",128.856805299999991,35.798751230000001,정좌표
"231","1",마을,경산시,경상북도 경산시 남천면 하도리 568번지,하도(500㎥/일미만),"50",,"50",28.000000000000000,,"28",28.000000000000000,,,"28",118.000000000000000,1.000000000000000,75.000000000000000,6.000000000000000,32.000000000000000,17.000000000000000,4.000000000000000,2.000000000000000,"56041","8",99.000000000000000,3.300000000000000,MEMSYS공법,하폐수처리를위한침지형평막모듈(MEMSYS),,,,,1993-12-01,"199393","400",민간위탁,경산맑은물길주식회사,,16.08~'36.07,"처리장,차집관거",해당없음,남천,금호강,낙동강,,"100",,"26366","433",128.738491299999993,35.728822149999999,정좌표
"232","1",마을,경산시,경상북도 경산시 자인면 신관리 645번지,관상(500㎥/일미만),"50",,"50",42.000000000000000,,"42",42.000000000000000,,,"42",111.000000000000000,1.000000000000000,57.000000000000000,7.000000000000000,28.000000000000000,16.000000000000000,3.000000000000000,2.000000000000000,"36684","18",98.900000000000006,4.700000000000000,MEMSYS공법,하폐수처리를위한침지형평막모듈(MEMSYS),,,,,1995-12-01,"199595","450",민간위탁,경산맑은물길주식회사,,16.08~'36.07,"처리장,차집관거",해당없음,오목천,금호강,낙동강,,"100",,"38167","421",128.841116000000000,35.822709439999997,정좌표
"233","1",마을,경산시,경상북도 경산시 용성면 곡신리 592번지,곡신(500㎥/일미만),"40",,"40",29.000000000000000,,"29",29.000000000000000,,,"29",63.000000000000000,1.000000000000000,41.000000000000000,4.000000000000000,21.000000000000000,14.000000000000000,2.000000000000000,1.000000000000000,"22227","4",99.099999999999994,1.800000000000000,MEMSYS공법,하폐수처리를위한침지형평막모듈(MEMSYS),,,,,1997-05-01,"199797","400",민간위탁,경산맑은물길주식회사,,16.08~'36.07,"처리장,차집관거",해당없음,오목천,금호강,낙동강,,"100",,"31801","510",128.873245400000002,35.782232790000002,정좌표
"234","1",마을,경산시,경상북도 경산시 남천면 송백리 344번지,송백(500㎥/일미만),"60",,"60",33.000000000000000,,"33",33.000000000000000,,,"33",77.000000000000000,1.000000000000000,42.000000000000000,3.000000000000000,18.000000000000000,7.000000000000000,2.000000000000000,1.000000000000000,"20846","6",98.799999999999997,2.500000000000000,MEMSYS공법,하폐수처리를위한침지형평막모듈(MEMSYS),,,,,2000-11-01,"200000","400",민간위탁,경산맑은물길주식회사,,16.08~'36.07,"처리장,차집관거",해당없음,남천,금호강,낙동강,,"100",,"35713","509",128.765277400000002,35.758322960000001,정좌표
"235","1",마을,경산시,경상북도 경산시 남산면 안심리 217-3번지,안심(500㎥/일미만),"50",,"50",32.000000000000000,,"32",32.000000000000000,,,"32",61.000000000000000,1.000000000000000,42.000000000000000,4.000000000000000,17.000000000000000,12.000000000000000,2.000000000000000,1.000000000000000,"13490","5",98.700000000000003,1.900000000000000,MEMSYS공법,하폐수처리를위한침지형평막모듈(MEMSYS),,,,,2012-03-01,,"330",민간위탁,경산맑은물길주식회사,,16.08~'36.07,"처리장,차집관거",해당없음,오목천,금호강,낙동강,,"100",,"39919","583",128.834348900000009,35.765978490000002,정좌표
"236","1",마을,경산시,경상북도 경산시 용성면 내촌리 496-1번지,내촌(500㎥/일미만),"48",,"48",36.000000000000000,,"36",36.000000000000000,,,"36",48.000000000000000,5.000000000000000,47.000000000000000,8.000000000000000,19.000000000000000,11.000000000000000,2.000000000000000,1.000000000000000,"41854","401",89.099999999999994,1.500000000000000,자연순환식현수미생물접촉폭기처리,,,,,,2003-08-01,,"300",민간위탁,경산맑은물길주식회사,,16.08~'36.07,"처리장,차집관거",해당없음,오목천,금호강,낙동강,,"100",,"24838","326",128.893759799999998,35.817134930000002,정좌표
"237","1",마을,경산시,경상북도 경산시 용성면 용전리 393번지,용전(500㎥/일미만),"43",,"43",44.000000000000000,,"44",44.000000000000000,,,"44",57.000000000000000,5.000000000000000,47.000000000000000,11.000000000000000,32.000000000000000,17.000000000000000,3.000000000000000,1.000000000000000,"17218","574",91.299999999999997,2.300000000000000,고농축현수미생물접촉폭기처리,,,,,,2003-05-01,,"315",민간위탁,경산맑은물길주식회사,,16.08~'36.07,,UV자외선,부일천,밀양강,낙동강,,"100",,"21628","228",128.920619399999993,35.771404339999997,정좌표
"238","1",마을,경산시,경상북도 경산시 용성면 외촌리 690번지,외촌(500㎥/일미만),"70",,"70",36.000000000000000,,"36",36.000000000000000,,,"36",52.000000000000000,2.000000000000000,45.000000000000000,7.000000000000000,20.000000000000000,11.000000000000000,2.000000000000000,1.000000000000000,"11096","142",96.200000000000003,1.800000000000000,"완전침전지형회전매체를이용한N,P고도처리",,,,,,2004-08-01,,"560",민간위탁,경산맑은물길주식회사,,16.08~'36.07,"처리장,차집관거",해당없음,오목천,금호강,낙동강,,"100",,"41245","542",128.884806200000014,35.817613240000000,정좌표
"239","1",마을,경산시,경상북도 경산시 진량읍 아사리 223번지,아사(500㎥/일미만),"60",,"60",39.000000000000000,,"39",39.000000000000000,,,"39",81.000000000000000,2.000000000000000,42.000000000000000,7.000000000000000,25.000000000000000,13.000000000000000,2.000000000000000,1.000000000000000,"31737","158",97.900000000000006,3.100000000000000,섬모상생물막을이용한N.P고도처리(CNR공법),섬모상담체를이용한하수의유기물및질소·인고도처리기술(CNRProcess),,,,,2004-05-01,,"355",민간위탁,경산맑은물길주식회사,,16.08~'36.07,"처리장,차집관거",염소접촉,오목천,금호강,낙동강,,"100",,"48462","581",128.864606100000003,35.867403179999997,정좌표
"240","1",마을,경산시,경상북도 경산시 자인면 옥천리 279-1번지,옥천(500㎥/일미만),"45",,"45",28.000000000000000,,"28",28.000000000000000,,,"28",56.000000000000000,2.000000000000000,50.000000000000000,5.000000000000000,19.000000000000000,13.000000000000000,2.000000000000000,1.000000000000000,"32455","47",97.299999999999997,1.500000000000000,KDHST고효율오수처리공법,,,,,,2005-08-01,,"360",민간위탁,경산맑은물길주식회사,,16.08~'36.07,"처리장,차집관거",UV자외선,오목천,금호강,낙동강,,"100",,"27404","456",128.840421800000001,35.805408069999999,정좌표
"241","1",마을,경산시,경상북도 경산시 용성면 고죽리 957-1번지,고죽(500㎥/일미만),"45",,"45",42.000000000000000,,"42",42.000000000000000,,,"42",51.000000000000000,4.000000000000000,39.000000000000000,7.000000000000000,17.000000000000000,10.000000000000000,2.000000000000000,1.000000000000000,"29722","336",92.500000000000000,2.000000000000000,호기성침전형오수고도처리공법,,,,,,2004-12-01,,"259",민간위탁,경산맑은물길주식회사,,16.08~'36.07,"처리장,차집관거",UV자외선,오목천,금호강,낙동강,,"100",,"25730","284",128.868785900000006,35.802943880000001,정좌표
"242","1",마을,경산시,경상북도 경산시 남천면 신방리 472번지,신방(500㎥/일미만),"40",,"40",26.000000000000000,,"26",26.000000000000000,,,"26",103.000000000000000,4.000000000000000,53.000000000000000,9.000000000000000,36.000000000000000,21.000000000000000,4.000000000000000,2.000000000000000,"67990","482",96.599999999999994,2.600000000000000,"완전침전지형회전매체를이용한N,P고도처리",,,,,,2006-05-01,,"700",민간위탁,경산맑은물길주식회사,,,"처리장,차집관거",UV자외선,남천,금호강,낙동강,,"100",,"22759","411",128.775874799999997,35.755892770000003,정좌표
"243","1",마을,경산시,경상북도 경산시 용성면 곡란리 347-1번지,곡란(500㎥/일미만),"40",,"40",52.000000000000000,,"52",52.000000000000000,,,"52",38.000000000000000,5.000000000000000,34.000000000000000,11.000000000000000,19.000000000000000,13.000000000000000,2.000000000000000,1.000000000000000,"32673","723",86.200000000000003,1.700000000000000,호기성침전형오수고도처리공법,,,,,,2007-01-01,,"929",민간위탁,경산맑은물길주식회사,,16.08~'36.07,"처리장,차집관거",UV자외선,오목천,금호강,낙동강,,"100",,"22105","199",128.876584799999989,35.773725880000001,정좌표
"244","1",공공,군위군,경상북도 군위군 군위읍 내량리 1-39,군위공공하수처리시설,"2000",,"2000",1576.000000000000000,,"1576",1504.000000000000000,,,"1504",208.000000000000000,2.000000000000000,116.000000000000000,6.000000000000000,47.000000000000000,5.000000000000000,5.000000000000000,,"244615","5",99.299999999999997,324.699999999999989,"324.66",BCS2,,,,,2013-11-07,,"18204",위탁,㈜티에스케이워터,"720",15.7∼'18.6,하수처리장,자외선,위천,위천,낙동강,III지역,"100",11.000000000000000,"689307","214",128.557915000000008,36.249584609999999,정좌표
